,pos1,pos2,dis,path,relative_dir
10666,"(19, 6)","(12, 6)",13,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (13, 4), (12, 4), (11, 4), (11, 5), (11, 6), (12, 6)], [(19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (11, 4), (11, 5), (11, 6), (12, 6)]]",['left']
10667,"(19, 6)","(12, 8)",9,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 7), (14, 8), (13, 8), (12, 8)], [(19, 6), (18, 6), (17, 6), (17, 7), (17, 8), (16, 8), (15, 8), (14, 8), (13, 8), (12, 8)]]","['left', 'down']"
10668,"(19, 6)","(12, 10)",11,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 7), (14, 8), (14, 9), (14, 10), (13, 10), (12, 10)], [(19, 6), (18, 6), (17, 6), (17, 7), (17, 8), (16, 8), (15, 8), (14, 8), (14, 9), (14, 10), (13, 10), (12, 10)]]","['left', 'down']"
10669,"(19, 6)","(13, 2)",10,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (14, 3), (14, 2), (13, 2)], [(19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (14, 3), (14, 2), (13, 2)]]","['left', 'up']"
10670,"(19, 6)","(13, 4)",8,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (13, 4)], [(19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4)]]","['left', 'up']"
10671,"(19, 6)","(13, 8)",8,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 7), (14, 8), (13, 8)], [(19, 6), (18, 6), (17, 6), (17, 7), (17, 8), (16, 8), (15, 8), (14, 8), (13, 8)]]","['left', 'down']"
10672,"(19, 6)","(13, 10)",10,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 7), (14, 8), (14, 9), (14, 10), (13, 10)], [(19, 6), (18, 6), (17, 6), (17, 7), (17, 8), (16, 8), (15, 8), (14, 8), (14, 9), (14, 10), (13, 10)]]","['left', 'down']"
10673,"(19, 6)","(14, 2)",9,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (14, 3), (14, 2)], [(19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (14, 3), (14, 2)]]","['left', 'up']"
10674,"(19, 6)","(14, 3)",8,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (14, 3)], [(19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (14, 3)]]","['left', 'up']"
10675,"(19, 6)","(14, 4)",7,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4)], [(19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4)]]","['left', 'up']"
10676,"(19, 6)","(14, 5)",6,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5)]]","['left', 'up']"
10677,"(19, 6)","(14, 6)",5,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6)]]",['left']
10678,"(19, 6)","(14, 7)",6,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 7)]]","['left', 'down']"
10679,"(19, 6)","(14, 8)",7,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 7), (14, 8)], [(19, 6), (18, 6), (17, 6), (17, 7), (17, 8), (16, 8), (15, 8), (14, 8)]]","['left', 'down']"
10680,"(19, 6)","(14, 9)",8,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 7), (14, 8), (14, 9)], [(19, 6), (18, 6), (17, 6), (17, 7), (17, 8), (16, 8), (15, 8), (14, 8), (14, 9)]]","['left', 'down']"
10681,"(19, 6)","(14, 10)",9,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 7), (14, 8), (14, 9), (14, 10)], [(19, 6), (18, 6), (17, 6), (17, 7), (17, 8), (16, 8), (15, 8), (14, 8), (14, 9), (14, 10)]]","['left', 'down']"
10682,"(19, 6)","(15, 4)",6,"[[(19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4)]]","['left', 'up']"
10683,"(19, 6)","(15, 6)",4,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6)]]",['left']
10684,"(19, 6)","(15, 8)",6,"[[(19, 6), (18, 6), (17, 6), (17, 7), (17, 8), (16, 8), (15, 8)]]","['left', 'down']"
10685,"(19, 6)","(16, 2)",7,"[[(19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (16, 3), (16, 2)], [(19, 6), (19, 5), (19, 4), (19, 3), (19, 2), (18, 2), (17, 2), (16, 2)]]","['left', 'up']"
10686,"(19, 6)","(16, 3)",6,"[[(19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (16, 3)]]","['left', 'up']"
10687,"(19, 6)","(16, 4)",5,"[[(19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4)]]","['left', 'up']"
10688,"(19, 6)","(16, 6)",3,"[[(19, 6), (18, 6), (17, 6), (16, 6)]]",['left']
10689,"(19, 6)","(16, 8)",5,"[[(19, 6), (18, 6), (17, 6), (17, 7), (17, 8), (16, 8)]]","['left', 'down']"
10690,"(19, 6)","(16, 9)",6,"[[(19, 6), (18, 6), (17, 6), (17, 7), (17, 8), (16, 8), (16, 9)]]","['left', 'down']"
10691,"(19, 6)","(16, 10)",7,"[[(19, 6), (18, 6), (17, 6), (17, 7), (17, 8), (16, 8), (16, 9), (16, 10)], [(19, 6), (19, 7), (19, 8), (19, 9), (19, 10), (18, 10), (17, 10), (16, 10)]]","['left', 'down']"
10692,"(19, 6)","(17, 2)",6,"[[(19, 6), (19, 5), (19, 4), (19, 3), (19, 2), (18, 2), (17, 2)]]","['left', 'up']"
10693,"(19, 6)","(17, 4)",4,"[[(19, 6), (18, 6), (17, 6), (17, 5), (17, 4)]]","['left', 'up']"
10694,"(19, 6)","(17, 5)",3,"[[(19, 6), (18, 6), (17, 6), (17, 5)]]","['left', 'up']"
10695,"(19, 6)","(17, 6)",2,"[[(19, 6), (18, 6), (17, 6)]]",['left']
10696,"(19, 6)","(17, 7)",3,"[[(19, 6), (18, 6), (17, 6), (17, 7)]]","['left', 'down']"
10697,"(19, 6)","(17, 8)",4,"[[(19, 6), (18, 6), (17, 6), (17, 7), (17, 8)]]","['left', 'down']"
10698,"(19, 6)","(17, 10)",6,"[[(19, 6), (19, 7), (19, 8), (19, 9), (19, 10), (18, 10), (17, 10)]]","['left', 'down']"
10699,"(19, 6)","(18, 2)",5,"[[(19, 6), (19, 5), (19, 4), (19, 3), (19, 2), (18, 2)]]","['left', 'up']"
10700,"(19, 6)","(18, 6)",1,"[[(19, 6), (18, 6)]]",['left']
10701,"(19, 6)","(18, 10)",5,"[[(19, 6), (19, 7), (19, 8), (19, 9), (19, 10), (18, 10)]]","['left', 'down']"
10702,"(19, 6)","(19, 2)",4,"[[(19, 6), (19, 5), (19, 4), (19, 3), (19, 2)]]",
10703,"(19, 6)","(19, 3)",3,"[[(19, 6), (19, 5), (19, 4), (19, 3)]]",
10704,"(19, 6)","(19, 4)",2,"[[(19, 6), (19, 5), (19, 4)]]",
10705,"(19, 6)","(19, 5)",1,"[[(19, 6), (19, 5)]]",
10706,"(19, 6)","(19, 7)",1,"[[(19, 6), (19, 7)]]",
10707,"(19, 6)","(19, 8)",2,"[[(19, 6), (19, 7), (19, 8)]]",
10708,"(19, 6)","(19, 9)",3,"[[(19, 6), (19, 7), (19, 8), (19, 9)]]",
10709,"(19, 6)","(19, 10)",4,"[[(19, 6), (19, 7), (19, 8), (19, 9), (19, 10)]]",
10710,"(19, 7)","(2, 2)",22,"[[(19, 7), (19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (6, 4), (5, 4), (5, 3), (5, 2), (4, 2), (3, 2), (2, 2)], [(19, 7), (19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (6, 4), (5, 4), (5, 3), (5, 2), (4, 2), (3, 2), (2, 2)]]","['left', 'up']"
10711,"(19, 7)","(2, 3)",23,"[[(19, 7), (19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (6, 4), (5, 4), (5, 3), (5, 2), (4, 2), (3, 2), (2, 2), (2, 3)], [(19, 7), (19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (6, 4), (5, 4), (5, 3), (5, 2), (4, 2), (3, 2), (2, 2), (2, 3)]]","['left', 'up']"
10712,"(19, 7)","(2, 4)",24,"[[(19, 7), (19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (6, 4), (5, 4), (4, 4), (4, 5), (4, 6), (3, 6), (2, 6), (2, 5), (2, 4)], [(19, 7), (19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (6, 4), (5, 4), (4, 4), (4, 5), (4, 6), (3, 6), (2, 6), (2, 5), (2, 4)], [(19, 7), (19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (7, 5), (7, 6), (6, 6), (5, 6), (4, 6), (3, 6), (2, 6), (2, 5), (2, 4)], [(19, 7), (19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (7, 5), (7, 6), (6, 6), (5, 6), (4, 6), (3, 6), (2, 6), (2, 5), (2, 4)], [(19, 7), (19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 7), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (7, 7), (7, 6), (6, 6), (5, 6), (4, 6), (3, 6), (2, 6), (2, 5), (2, 4)], [(19, 7), (19, 6), (18, 6), (17, 6), (17, 7), (17, 8), (16, 8), (15, 8), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (7, 7), (7, 6), (6, 6), (5, 6), (4, 6), (3, 6), (2, 6), (2, 5), (2, 4)], [(19, 7), (19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 7), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (6, 8), (5, 8), (4, 8), (4, 7), (4, 6), (3, 6), (2, 6), (2, 5), (2, 4)], [(19, 7), (19, 6), (18, 6), (17, 6), (17, 7), (17, 8), (16, 8), (15, 8), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (6, 8), (5, 8), (4, 8), (4, 7), (4, 6), (3, 6), (2, 6), (2, 5), (2, 4)], [(19, 7), (19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (6, 4), (5, 4), (5, 3), (5, 2), (4, 2), (3, 2), (2, 2), (2, 3), (2, 4)], [(19, 7), (19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (6, 4), (5, 4), (5, 3), (5, 2), (4, 2), (3, 2), (2, 2), (2, 3), (2, 4)]]","['left', 'up']"
10713,"(19, 7)","(2, 5)",23,"[[(19, 7), (19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (6, 4), (5, 4), (4, 4), (4, 5), (4, 6), (3, 6), (2, 6), (2, 5)], [(19, 7), (19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (6, 4), (5, 4), (4, 4), (4, 5), (4, 6), (3, 6), (2, 6), (2, 5)], [(19, 7), (19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (7, 5), (7, 6), (6, 6), (5, 6), (4, 6), (3, 6), (2, 6), (2, 5)], [(19, 7), (19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (7, 5), (7, 6), (6, 6), (5, 6), (4, 6), (3, 6), (2, 6), (2, 5)], [(19, 7), (19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 7), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (7, 7), (7, 6), (6, 6), (5, 6), (4, 6), (3, 6), (2, 6), (2, 5)], [(19, 7), (19, 6), (18, 6), (17, 6), (17, 7), (17, 8), (16, 8), (15, 8), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (7, 7), (7, 6), (6, 6), (5, 6), (4, 6), (3, 6), (2, 6), (2, 5)], [(19, 7), (19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 7), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (6, 8), (5, 8), (4, 8), (4, 7), (4, 6), (3, 6), (2, 6), (2, 5)], [(19, 7), (19, 6), (18, 6), (17, 6), (17, 7), (17, 8), (16, 8), (15, 8), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (6, 8), (5, 8), (4, 8), (4, 7), (4, 6), (3, 6), (2, 6), (2, 5)]]","['left', 'up']"
10714,"(19, 7)","(2, 6)",22,"[[(19, 7), (19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (6, 4), (5, 4), (4, 4), (4, 5), (4, 6), (3, 6), (2, 6)], [(19, 7), (19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (6, 4), (5, 4), (4, 4), (4, 5), (4, 6), (3, 6), (2, 6)], [(19, 7), (19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (7, 5), (7, 6), (6, 6), (5, 6), (4, 6), (3, 6), (2, 6)], [(19, 7), (19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (7, 5), (7, 6), (6, 6), (5, 6), (4, 6), (3, 6), (2, 6)], [(19, 7), (19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 7), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (7, 7), (7, 6), (6, 6), (5, 6), (4, 6), (3, 6), (2, 6)], [(19, 7), (19, 6), (18, 6), (17, 6), (17, 7), (17, 8), (16, 8), (15, 8), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (7, 7), (7, 6), (6, 6), (5, 6), (4, 6), (3, 6), (2, 6)], [(19, 7), (19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 7), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (6, 8), (5, 8), (4, 8), (4, 7), (4, 6), (3, 6), (2, 6)], [(19, 7), (19, 6), (18, 6), (17, 6), (17, 7), (17, 8), (16, 8), (15, 8), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (6, 8), (5, 8), (4, 8), (4, 7), (4, 6), (3, 6), (2, 6)]]","['left', 'up']"
10715,"(19, 7)","(2, 7)",23,"[[(19, 7), (19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (6, 4), (5, 4), (4, 4), (4, 5), (4, 6), (3, 6), (2, 6), (2, 7)], [(19, 7), (19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (6, 4), (5, 4), (4, 4), (4, 5), (4, 6), (3, 6), (2, 6), (2, 7)], [(19, 7), (19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (7, 5), (7, 6), (6, 6), (5, 6), (4, 6), (3, 6), (2, 6), (2, 7)], [(19, 7), (19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (7, 5), (7, 6), (6, 6), (5, 6), (4, 6), (3, 6), (2, 6), (2, 7)], [(19, 7), (19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 7), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (7, 7), (7, 6), (6, 6), (5, 6), (4, 6), (3, 6), (2, 6), (2, 7)], [(19, 7), (19, 6), (18, 6), (17, 6), (17, 7), (17, 8), (16, 8), (15, 8), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (7, 7), (7, 6), (6, 6), (5, 6), (4, 6), (3, 6), (2, 6), (2, 7)], [(19, 7), (19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 7), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (6, 8), (5, 8), (4, 8), (4, 7), (4, 6), (3, 6), (2, 6), (2, 7)], [(19, 7), (19, 6), (18, 6), (17, 6), (17, 7), (17, 8), (16, 8), (15, 8), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (6, 8), (5, 8), (4, 8), (4, 7), (4, 6), (3, 6), (2, 6), (2, 7)]]",['left']
10716,"(19, 7)","(2, 8)",24,"[[(19, 7), (19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (6, 4), (5, 4), (4, 4), (4, 5), (4, 6), (3, 6), (2, 6), (2, 7), (2, 8)], [(19, 7), (19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (6, 4), (5, 4), (4, 4), (4, 5), (4, 6), (3, 6), (2, 6), (2, 7), (2, 8)], [(19, 7), (19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (7, 5), (7, 6), (6, 6), (5, 6), (4, 6), (3, 6), (2, 6), (2, 7), (2, 8)], [(19, 7), (19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (7, 5), (7, 6), (6, 6), (5, 6), (4, 6), (3, 6), (2, 6), (2, 7), (2, 8)], [(19, 7), (19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 7), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (7, 7), (7, 6), (6, 6), (5, 6), (4, 6), (3, 6), (2, 6), (2, 7), (2, 8)], [(19, 7), (19, 6), (18, 6), (17, 6), (17, 7), (17, 8), (16, 8), (15, 8), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (7, 7), (7, 6), (6, 6), (5, 6), (4, 6), (3, 6), (2, 6), (2, 7), (2, 8)], [(19, 7), (19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 7), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (6, 8), (5, 8), (4, 8), (4, 7), (4, 6), (3, 6), (2, 6), (2, 7), (2, 8)], [(19, 7), (19, 6), (18, 6), (17, 6), (17, 7), (17, 8), (16, 8), (15, 8), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (6, 8), (5, 8), (4, 8), (4, 7), (4, 6), (3, 6), (2, 6), (2, 7), (2, 8)], [(19, 7), (19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 7), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (6, 8), (5, 8), (5, 9), (5, 10), (4, 10), (3, 10), (2, 10), (2, 9), (2, 8)], [(19, 7), (19, 6), (18, 6), (17, 6), (17, 7), (17, 8), (16, 8), (15, 8), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (6, 8), (5, 8), (5, 9), (5, 10), (4, 10), (3, 10), (2, 10), (2, 9), (2, 8)]]","['left', 'down']"
10717,"(19, 7)","(2, 9)",23,"[[(19, 7), (19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 7), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (6, 8), (5, 8), (5, 9), (5, 10), (4, 10), (3, 10), (2, 10), (2, 9)], [(19, 7), (19, 6), (18, 6), (17, 6), (17, 7), (17, 8), (16, 8), (15, 8), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (6, 8), (5, 8), (5, 9), (5, 10), (4, 10), (3, 10), (2, 10), (2, 9)]]","['left', 'down']"
10718,"(19, 7)","(2, 10)",22,"[[(19, 7), (19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 7), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (6, 8), (5, 8), (5, 9), (5, 10), (4, 10), (3, 10), (2, 10)], [(19, 7), (19, 6), (18, 6), (17, 6), (17, 7), (17, 8), (16, 8), (15, 8), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (6, 8), (5, 8), (5, 9), (5, 10), (4, 10), (3, 10), (2, 10)]]","['left', 'down']"
10719,"(19, 7)","(3, 2)",21,"[[(19, 7), (19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (6, 4), (5, 4), (5, 3), (5, 2), (4, 2), (3, 2)], [(19, 7), (19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (6, 4), (5, 4), (5, 3), (5, 2), (4, 2), (3, 2)]]","['left', 'up']"
10720,"(19, 7)","(3, 6)",21,"[[(19, 7), (19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (6, 4), (5, 4), (4, 4), (4, 5), (4, 6), (3, 6)], [(19, 7), (19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (6, 4), (5, 4), (4, 4), (4, 5), (4, 6), (3, 6)], [(19, 7), (19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (7, 5), (7, 6), (6, 6), (5, 6), (4, 6), (3, 6)], [(19, 7), (19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (7, 5), (7, 6), (6, 6), (5, 6), (4, 6), (3, 6)], [(19, 7), (19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 7), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (7, 7), (7, 6), (6, 6), (5, 6), (4, 6), (3, 6)], [(19, 7), (19, 6), (18, 6), (17, 6), (17, 7), (17, 8), (16, 8), (15, 8), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (7, 7), (7, 6), (6, 6), (5, 6), (4, 6), (3, 6)], [(19, 7), (19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 7), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (6, 8), (5, 8), (4, 8), (4, 7), (4, 6), (3, 6)], [(19, 7), (19, 6), (18, 6), (17, 6), (17, 7), (17, 8), (16, 8), (15, 8), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (6, 8), (5, 8), (4, 8), (4, 7), (4, 6), (3, 6)]]","['left', 'up']"
10721,"(19, 7)","(3, 10)",21,"[[(19, 7), (19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 7), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (6, 8), (5, 8), (5, 9), (5, 10), (4, 10), (3, 10)], [(19, 7), (19, 6), (18, 6), (17, 6), (17, 7), (17, 8), (16, 8), (15, 8), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (6, 8), (5, 8), (5, 9), (5, 10), (4, 10), (3, 10)]]","['left', 'down']"
